Title,Year,Runtime_minutes,Genres,Rating,Votes,IMDB_Link
Sugarland,(2019– ),,"Animation, Comedy, Family            ",9.9,"33,276",https://www.imdb.com/title/tt4057372/
The Chosen,(2017– ),54.0,"Drama, History            ",9.5,"23,988",https://www.imdb.com/title/tt9471404/
Planet Earth II,(2016),298.0,Documentary            ,9.5,"110,279",https://www.imdb.com/title/tt5491994/
Chernobyl,(2019),330.0,"Drama, History, Thriller            ",9.4,"653,836",https://www.imdb.com/title/tt7366338/
The Filthy Frank Show,(2011–2017),12.0,"Comedy, Fantasy, Music            ",9.4,"32,908",https://www.imdb.com/title/tt4202274/
Breaking Bad,(2008–2013),49.0,"Crime, Drama, Thriller            ",9.4,"1,666,784",https://www.imdb.com/title/tt0903747/
Planet Earth,(2006),538.0,Documentary            ,9.4,"178,210",https://www.imdb.com/title/tt0795176/
Band of Brothers,(2001),594.0,"Drama, History, War            ",9.4,"415,393",https://www.imdb.com/title/tt0185906/
Our Planet,(2019),403.0,Documentary            ,9.3,"40,423",https://www.imdb.com/title/tt9253866/
Blue Planet II,(2017),364.0,Documentary            ,9.3,"38,607",https://www.imdb.com/title/tt6769208/
Cosmos: A Spacetime Odyssey,(2014),557.0,Documentary            ,9.3,"118,283",https://www.imdb.com/title/tt2395695/
Avatar: The Last Airbender,(2005–2008),23.0,"Animation, Action, Adventure            ",9.3,"287,372",https://www.imdb.com/title/tt0417299/
The Wire,(2002–2008),59.0,"Crime, Drama, Thriller            ",9.3,"317,425",https://www.imdb.com/title/tt0306414/
Rick and Morty,(2013– ),23.0,"Animation, Adventure, Comedy            ",9.2,"460,084",https://www.imdb.com/title/tt2861424/
Game of Thrones,(2011–2019),57.0,"Action, Adventure, Drama            ",9.2,"1,951,001",https://www.imdb.com/title/tt0944947/
The Sopranos,(1999–2007),55.0,"Crime, Drama            ",9.2,"361,693",https://www.imdb.com/title/tt0141842/
The World at War,(1973–1974),52.0,"Documentary, History, War            ",9.2,"24,767",https://www.imdb.com/title/tt0071075/
The Beatles: Get Back,(2021),468.0,"Documentary, Music            ",9.1,"17,266",https://www.imdb.com/title/tt9735318/
The Last Dance,(2020),491.0,"Documentary, Biography, History            ",9.1,"106,042",https://www.imdb.com/title/tt8420184/
TVF Pitchers,(2015),40.0,"Comedy, Drama            ",9.1,"65,387",https://www.imdb.com/title/tt4742876/
The Vietnam War,(2017),990.0,"Documentary, History, War            ",9.1,"23,394",https://www.imdb.com/title/tt1877514/
Life,(2009),473.0,Documentary            ,9.1,"40,136",https://www.imdb.com/title/tt1533395/
Sherlock,(2010–2017),88.0,"Crime, Drama, Mystery            ",9.1,"878,167",https://www.imdb.com/title/tt1475582/
1883,(2021– ),60.0,"Drama, Western            ",9.1,"27,479",https://www.imdb.com/title/tt13991232/
Arcane: League of Legends,(2021– ),41.0,"Animation, Action, Adventure            ",9.1,"154,317",https://www.imdb.com/title/tt11126994/
Clarkson's Farm,(2021– ),45.0,"Documentary, Reality-TV            ",9.1,"30,213",https://www.imdb.com/title/tt10541088/
Hunter x Hunter,(2011–2014),24.0,"Animation, Action, Adventure            ",9.0,"82,995",https://www.imdb.com/title/tt2098220/
Frozen Planet,(2011–2012),333.0,Documentary            ,9.0,"29,590",https://www.imdb.com/title/tt2092588/
Human Planet,(2011),50.0,Documentary            ,9.0,"25,716",https://www.imdb.com/title/tt1806234/
Firefly,(2002–2003),44.0,"Adventure, Drama, Sci-Fi            ",9.0,"257,109",https://www.imdb.com/title/tt0303461/
The Blue Planet,(2001),389.0,Documentary            ,9.0,"38,197",https://www.imdb.com/title/tt0296310/
Batman: The Animated Series,(1992–1995),23.0,"Animation, Action, Adventure            ",9.0,"97,262",https://www.imdb.com/title/tt0103359/
The Civil War,(1990),680.0,"Documentary, History, War            ",9.0,"15,802",https://www.imdb.com/title/tt0098769/
When They See Us,(2019),296.0,"Biography, Crime, Drama            ",8.9,"111,593",https://www.imdb.com/title/tt7137906/
Fargo,(2014– ),53.0,"Crime, Drama, Thriller            ",8.9,"357,135",https://www.imdb.com/title/tt2802850/
Africa,(2013),360.0,Documentary            ,8.9,"15,604",https://www.imdb.com/title/tt2571774/
True Detective,(2014–2019),55.0,"Crime, Drama, Mystery            ",8.9,"537,706",https://www.imdb.com/title/tt2356777/
Nathan for You,(2013–2017),30.0,"Documentary, Comedy            ",8.9,"24,902",https://www.imdb.com/title/tt2297757/
Gravity Falls,(2012–2016),23.0,"Animation, Action, Adventure            ",8.9,"93,214",https://www.imdb.com/title/tt1865718/
The Office,(2005–2013),22.0,Comedy            ,8.9,"516,320",https://www.imdb.com/title/tt0386676/
Only Fools and Horses....,(1981–2003),95.0,Comedy            ,8.9,"49,812",https://www.imdb.com/title/tt0081912/
Pew News,(2018–2020),15.0,"Comedy, News            ",8.8,"14,876",https://www.imdb.com/title/tt9566030/
The Family Man,(2019– ),45.0,"Action, Comedy, Drama            ",8.8,"80,262",https://www.imdb.com/title/tt9544034/
The Mandalorian,(2019– ),40.0,"Action, Adventure, Fantasy            ",8.8,"403,787",https://www.imdb.com/title/tt8111088/
Succession,(2018– ),60.0,Drama            ,8.8,"115,398",https://www.imdb.com/title/tt7660850/
Content Cop,(2015– ),20.0,"Comedy, Crime, Talk-Show            ",8.8,"12,393",https://www.imdb.com/title/tt6111552/
Yellowstone,(2018– ),60.0,"Drama, Western            ",8.8,"97,292",https://www.imdb.com/title/tt4236770/
Over the Garden Wall,(2014),22.0,"Animation, Adventure, Comedy            ",8.8,"49,995",https://www.imdb.com/title/tt3718778/
Last Week Tonight with John Oliver,(2014– ),30.0,"Comedy, History, News            ",8.8,"85,192",https://www.imdb.com/title/tt3530232/
Better Call Saul,(2015–2022),46.0,"Crime, Drama            ",8.8,"378,714",https://www.imdb.com/title/tt3032476/
Narcos,(2015–2017),49.0,"Biography, Crime, Drama            ",8.8,"397,532",https://www.imdb.com/title/tt2707408/
Peaky Blinders,(2013–2022),60.0,"Crime, Drama            ",8.8,"453,568",https://www.imdb.com/title/tt2442560/
Black Mirror,(2011–2019),60.0,"Drama, Sci-Fi, Thriller            ",8.8,"504,057",https://www.imdb.com/title/tt2085059/
Steins;Gate,(2011–2015),24.0,"Animation, Comedy, Drama            ",8.8,"55,902",https://www.imdb.com/title/tt1910272/
Sarabhai V/S Sarabhai,(2004–2017),30.0,Comedy            ,8.8,"16,383",https://www.imdb.com/title/tt1518542/
Ted Lasso,(2020– ),30.0,"Comedy, Drama, Sport            ",8.8,"164,697",https://www.imdb.com/title/tt10986410/
It's Always Sunny in Philadelphia,(2004– ),22.0,Comedy            ,8.8,"211,795",https://www.imdb.com/title/tt0472954/
The West Wing,(1999–2006),44.0,Drama            ,8.8,"71,808",https://www.imdb.com/title/tt0200276/
Pride and Prejudice,(1995),327.0,"Drama, Romance            ",8.8,"81,900",https://www.imdb.com/title/tt0112130/
Friends,(1994–2004),22.0,"Comedy, Romance            ",8.8,"934,711",https://www.imdb.com/title/tt0108778/
Twin Peaks,(1990–1991),47.0,"Crime, Drama, Mystery            ",8.8,"189,710",https://www.imdb.com/title/tt0098936/
Seinfeld,(1989–1998),22.0,Comedy            ,8.8,"294,206",https://www.imdb.com/title/tt0098904/
Blackadder Goes Forth,(1989),175.0,"Comedy, War            ",8.8,"51,405",https://www.imdb.com/title/tt0096548/
Das Boot,(1985),293.0,"Drama, War            ",8.8,"28,874",https://www.imdb.com/title/tt0081834/
"I, Claudius",(1976),669.0,"Biography, Drama, History            ",8.8,"16,942",https://www.imdb.com/title/tt0074006/
Dopesick,(2021),492.0,Drama            ,8.7,"37,666",https://www.imdb.com/title/tt9174558/
It's a Sin,(2021),239.0,"Comedy, Drama, History            ",8.7,"27,681",https://www.imdb.com/title/tt9140342/
Invincible,(2021– ),50.0,"Animation, Action, Adventure            ",8.7,"106,799",https://www.imdb.com/title/tt6741278/
Justice League Unlimited,(2004–2006),23.0,"Animation, Action, Adventure            ",8.7,"14,395",https://www.imdb.com/title/tt6025022/
The Marvelous Mrs. Maisel,(2017– ),57.0,"Comedy, Drama            ",8.7,"98,335",https://www.imdb.com/title/tt5788792/
The Grand Tour,(2016– ),60.0,"Comedy, Sport, Talk-Show            ",8.7,"70,962",https://www.imdb.com/title/tt5712554/
Fleabag,(2016–2019),27.0,"Comedy, Drama            ",8.7,"133,464",https://www.imdb.com/title/tt5687612/
Anne,(2017–2019),60.0,"Drama, Family            ",8.7,"48,978",https://www.imdb.com/title/tt5421602/
Letterkenny,(2016– ),30.0,Comedy            ,8.7,"20,122",https://www.imdb.com/title/tt4647692/
Stranger Things,(2016– ),51.0,"Drama, Fantasy, Horror            ",8.7,"962,295",https://www.imdb.com/title/tt4574334/
One Punch Man: Wanpanman,(2015–2019),24.0,"Animation, Action, Comedy            ",8.7,"143,302",https://www.imdb.com/title/tt4508902/
Le Bureau des Légendes,(2015– ),52.0,"Drama, Thriller            ",8.7,"10,588",https://www.imdb.com/title/tt4063800/
Haikyuu!!,(2014–2020),24.0,"Animation, Comedy, Drama            ",8.7,"20,341",https://www.imdb.com/title/tt3398540/
BoJack Horseman,(2014–2020),25.0,"Animation, Comedy, Drama            ",8.7,"138,392",https://www.imdb.com/title/tt3398228/
Line of Duty,(2012–2021),60.0,"Crime, Drama, Mystery            ",8.7,"53,695",https://www.imdb.com/title/tt2303687/
House of Cards,(2013–2018),51.0,Drama            ,8.7,"489,880",https://www.imdb.com/title/tt1856010/
Young Justice,(2010– ),23.0,"Animation, Action, Adventure            ",8.7,"38,046",https://www.imdb.com/title/tt1641384/
Downton Abbey,(2010–2015),58.0,"Drama, Romance            ",8.7,"191,883",https://www.imdb.com/title/tt1606375/
Leverage: Redemption,(2021– ),,"Crime, Mystery, Thriller            ",8.7,"16,450",https://www.imdb.com/title/tt12197698/
The Boys,(2019– ),60.0,"Action, Crime, Drama            ",8.7,"344,730",https://www.imdb.com/title/tt1190634/
The Thick of It,(2005–2012),29.0,Comedy            ,8.7,"22,623",https://www.imdb.com/title/tt0459159/
Monster,(2004–2010),24.0,"Animation, Crime, Drama            ",8.7,"26,317",https://www.imdb.com/title/tt0434706/
House M.D.,(2004–2012),44.0,"Drama, Mystery            ",8.7,"442,700",https://www.imdb.com/title/tt0412142/
Battlestar Galactica,(2004–2009),44.0,"Action, Adventure, Drama            ",8.7,"161,336",https://www.imdb.com/title/tt0407362/
Rome,(2005–2007),52.0,"Action, Drama, History            ",8.7,"165,140",https://www.imdb.com/title/tt0384766/
Arrested Development,(2003–2019),22.0,Comedy            ,8.7,"293,987",https://www.imdb.com/title/tt0367279/
Chappelle's Show,(2003–2006),22.0,"Comedy, Music            ",8.7,"61,048",https://www.imdb.com/title/tt0353049/
Kenpû Denki Berserk,(1997–1998),23.0,"Animation, Action, Adventure            ",8.7,"34,866",https://www.imdb.com/title/tt0318871/
The Shield,(2002–2008),47.0,"Crime, Drama, Thriller            ",8.7,"78,073",https://www.imdb.com/title/tt0286486/
Curb Your Enthusiasm,(2000– ),28.0,Comedy            ,8.7,"121,305",https://www.imdb.com/title/tt0264235/
Six Feet Under,(2001–2005),60.0,"Comedy, Drama            ",8.7,"130,382",https://www.imdb.com/title/tt0248654/
Dragon Ball Z,(1989–2003),24.0,"Animation, Action, Adventure            ",8.7,"123,536",https://www.imdb.com/title/tt0214341/
Freaks and Geeks,(1999–2000),44.0,"Comedy, Drama            ",8.7,"137,813",https://www.imdb.com/title/tt0193676/
Oz,(1997–2003),55.0,"Crime, Drama, Thriller            ",8.7,"95,870",https://www.imdb.com/title/tt0118421/
Lonesome Dove,(1989),384.0,"Adventure, Drama, Western            ",8.7,"22,269",https://www.imdb.com/title/tt0096639/
The Return of Sherlock Holmes,(1986–1988),60.0,"Crime, Drama, Mystery            ",8.7,"11,786",https://www.imdb.com/title/tt0090509/
The Adventures of Sherlock Holmes,(1984–1985),60.0,"Crime, Drama, Mystery            ",8.7,"21,567",https://www.imdb.com/title/tt0086661/
Fawlty Towers,(1975–1979),30.0,Comedy            ,8.7,"90,263",https://www.imdb.com/title/tt0072500/
Formula 1: Drive to Survive,(2019– ),40.0,"Documentary, Sport            ",8.6,"32,383",https://www.imdb.com/title/tt8289930/
What We Do in the Shadows,(2019– ),30.0,"Comedy, Fantasy, Horror            ",8.6,"61,557",https://www.imdb.com/title/tt7908628/
Pose,(2018–2021),60.0,Drama            ,8.6,"27,193",https://www.imdb.com/title/tt7562112/
Mr Inbetween,(2018–2021),30.0,"Crime, Drama            ",8.6,"14,358",https://www.imdb.com/title/tt7472896/
Cobra Kai,(2018– ),30.0,"Action, Comedy, Drama            ",8.6,"158,447",https://www.imdb.com/title/tt7221388/
The Haunting of Hill House,(2018),572.0,"Drama, Horror, Mystery            ",8.6,"220,953",https://www.imdb.com/title/tt6763664/
This Is Us,(2016–2022),45.0,"Comedy, Drama, Romance            ",8.6,"126,396",https://www.imdb.com/title/tt5555260/
Mindhunter,(2017–2019),60.0,"Crime, Drama, Thriller            ",8.6,"260,378",https://www.imdb.com/title/tt5290382/
The Crown,(2016– ),58.0,"Biography, Drama, History            ",8.6,"186,327",https://www.imdb.com/title/tt4786824/
The Jinx: The Life and Deaths of Robert Durst,(2015),279.0,"Documentary, Crime, Mystery            ",8.6,"44,049",https://www.imdb.com/title/tt4299972/
Atlanta,(2016– ),30.0,"Comedy, Drama, Music            ",8.6,"61,718",https://www.imdb.com/title/tt4288182/
Permanent Roommates,(2014–2016),21.0,"Comedy, Romance            ",8.6,"24,773",https://www.imdb.com/title/tt4156586/
Detectorists,(2014–2017),30.0,Comedy            ,8.6,"13,430",https://www.imdb.com/title/tt4082744/
Kardes Payi,(2014–2015),70.0,"Comedy, Drama, Family            ",8.6,"15,728",https://www.imdb.com/title/tt3671754/
Daredevil,(2015–2018),54.0,"Action, Crime, Drama            ",8.6,"407,651",https://www.imdb.com/title/tt3322312/
Endeavour,(2012– ),89.0,"Crime, Drama, Mystery            ",8.6,"23,630",https://www.imdb.com/title/tt2701582/
Wentworth,(2013–2021),45.0,"Crime, Drama, Thriller            ",8.6,"21,284",https://www.imdb.com/title/tt2433738/
The Eric Andre Show,(2012– ),11.0,Comedy            ,8.6,"16,607",https://www.imdb.com/title/tt2244495/
The Newsroom,(2012–2014),55.0,Drama            ,8.6,"111,830",https://www.imdb.com/title/tt1870479/
Top Gear,(2002– ),60.0,"Adventure, Comedy, Reality-TV            ",8.6,"114,682",https://www.imdb.com/title/tt1628033/
Through the Wormhole,(2010–2017),60.0,Documentary            ,8.6,"17,538",https://www.imdb.com/title/tt1513168/
Justified,(2010–2015),44.0,"Action, Crime, Drama            ",8.6,"95,231",https://www.imdb.com/title/tt1489428/
Archer,(2009– ),22.0,"Animation, Action, Comedy            ",8.6,"148,803",https://www.imdb.com/title/tt1486217/
Adventure Time,(2010–2018),11.0,"Animation, Action, Adventure            ",8.6,"87,598",https://www.imdb.com/title/tt1305826/
Parks and Recreation,(2009–2015),22.0,Comedy            ,8.6,"242,345",https://www.imdb.com/title/tt1266020/
The Queen's Gambit,(2020),395.0,Drama            ,8.6,"389,589",https://www.imdb.com/title/tt10048342/
Naruto: Shippûden,(2007–2017),24.0,"Animation, Action, Adventure            ",8.6,"110,564",https://www.imdb.com/title/tt0988824/
Mad Men,(2007–2015),47.0,Drama            ,8.6,"227,441",https://www.imdb.com/title/tt0804503/
Dexter,(2006–2013),53.0,"Crime, Drama, Mystery            ",8.6,"705,181",https://www.imdb.com/title/tt0773262/
Friday Night Lights,(2006–2011),44.0,"Drama, Sport            ",8.6,"63,220",https://www.imdb.com/title/tt0758745/
Westworld,(2016– ),62.0,"Drama, Mystery, Sci-Fi            ",8.6,"466,810",https://www.imdb.com/title/tt0475784/
North & South,(2004),235.0,"Drama, Romance            ",8.6,"31,751",https://www.imdb.com/title/tt0417349/
Long Way Round,(2004–2010),315.0,"Documentary, Adventure            ",8.6,"13,733",https://www.imdb.com/title/tt0403778/
Peep Show,(2003–2015),25.0,Comedy            ,8.6,"57,839",https://www.imdb.com/title/tt0387764/
QI,(2003– ),30.0,"Comedy, Game-Show            ",8.6,"31,101",https://www.imdb.com/title/tt0380136/
Deadwood,(2004–2006),55.0,"Crime, Drama, History            ",8.6,"102,667",https://www.imdb.com/title/tt0348914/
Battlestar Galactica,(2003),183.0,"Action, Adventure, Drama            ",8.6,"73,408",https://www.imdb.com/title/tt0314979/
From the Earth to the Moon,(1998),60.0,"Action, Drama, History            ",8.6,"11,974",https://www.imdb.com/title/tt0120570/
Brass Eye,(1997–2001),25.0,Comedy            ,8.6,"10,454",https://www.imdb.com/title/tt0118273/
Father Ted,(1995–1998),25.0,Comedy            ,8.6,"39,072",https://www.imdb.com/title/tt0111958/
The X Files,(1993–2018),45.0,"Crime, Drama, Mystery            ",8.6,"214,658",https://www.imdb.com/title/tt0106179/
Homicide: Life on the Street,(1993–1999),60.0,"Crime, Drama, Mystery            ",8.6,"12,444",https://www.imdb.com/title/tt0106028/
The Simpsons,(1989– ),22.0,"Animation, Comedy            ",8.6,"389,984",https://www.imdb.com/title/tt0096697/
Poirot,(1989–2013),100.0,"Crime, Drama, Mystery            ",8.6,"42,860",https://www.imdb.com/title/tt0094525/
Star Trek: The Next Generation,(1987–1994),44.0,"Action, Adventure, Sci-Fi            ",8.6,"113,711",https://www.imdb.com/title/tt0092455/
Blackadder the Third,(1987),180.0,Comedy            ,8.6,"43,158",https://www.imdb.com/title/tt0092324/
Blackadder II,(1986),176.0,Comedy            ,8.6,"45,472",https://www.imdb.com/title/tt0088484/
"Yes, Prime Minister",(1986–1987),30.0,Comedy            ,8.6,"10,976",https://www.imdb.com/title/tt0086831/
Yes Minister,(1980–1984),30.0,Comedy            ,8.6,"14,155",https://www.imdb.com/title/tt0080306/
Delhi Crime,(2019– ),50.0,"Crime, Drama            ",8.5,"18,192",https://www.imdb.com/title/tt9398466/
Normal People,(2020),339.0,"Drama, Romance            ",8.5,"55,645",https://www.imdb.com/title/tt9059760/
After Life,(2019–2022),30.0,"Comedy, Drama            ",8.5,"119,442",https://www.imdb.com/title/tt8398600/
Harley Quinn,(2019– ),23.0,"Animation, Action, Adventure            ",8.5,"21,793",https://www.imdb.com/title/tt7658402/
Queer Eye,(2018– ),45.0,Reality-TV            ,8.5,"17,947",https://www.imdb.com/title/tt7259746/
Violet Evergarden,(2018),24.0,"Animation, Drama, Fantasy            ",8.5,"18,643",https://www.imdb.com/title/tt7078180/
The Defiant Ones,(2017),60.0,"Documentary, Biography, Crime            ",8.5,"13,683",https://www.imdb.com/title/tt6958022/
The Punisher,(2017–2019),53.0,"Action, Crime, Drama            ",8.5,"213,013",https://www.imdb.com/title/tt5675620/
Horace and Pete,(2016),67.0,"Comedy, Drama            ",8.5,"16,187",https://www.imdb.com/title/tt5425186/
Making a Murderer,(2015–2018),60.0,"Documentary, Crime            ",8.5,"92,296",https://www.imdb.com/title/tt5189670/
Ozark,(2017–2022),60.0,"Crime, Drama, Thriller            ",8.5,"251,103",https://www.imdb.com/title/tt5071412/
Chef's Table,(2015–2019),50.0,Documentary            ,8.5,"14,918",https://www.imdb.com/title/tt4295140/
Mr. Robot,(2015–2019),49.0,"Crime, Drama, Thriller            ",8.5,"367,650",https://www.imdb.com/title/tt4158110/
Twin Peaks,(2017),60.0,"Crime, Drama, Horror            ",8.5,"64,171",https://www.imdb.com/title/tt4093826/
Big Little Lies,(2017–2019),60.0,"Crime, Drama, Mystery            ",8.5,"183,896",https://www.imdb.com/title/tt3920596/
Kingdom,(2014–2017),43.0,"Drama, Sport            ",8.5,"17,518",https://www.imdb.com/title/tt3673794/
Schitt's Creek,(2015–2020),22.0,Comedy            ,8.5,"108,100",https://www.imdb.com/title/tt3526078/
Bosch,(2014–2021),51.0,"Crime, Drama            ",8.5,"62,341",https://www.imdb.com/title/tt3502248/
The Expanse,(2015– ),60.0,"Drama, Mystery, Sci-Fi            ",8.5,"141,599",https://www.imdb.com/title/tt3230854/
The Knick,(2014–2015),58.0,"Drama, History            ",8.5,"47,121",https://www.imdb.com/title/tt2937900/
Inside No. 9,(2014– ),30.0,"Comedy, Drama, Horror            ",8.5,"15,540",https://www.imdb.com/title/tt2674806/
Silicon Valley,(2014–2019),28.0,Comedy            ,8.5,"140,921",https://www.imdb.com/title/tt2575988/
The Night Of,(2016),525.0,"Crime, Drama, Mystery            ",8.5,"140,740",https://www.imdb.com/title/tt2401256/
Vikings,(2013–2020),44.0,"Action, Adventure, Drama            ",8.5,"492,887",https://www.imdb.com/title/tt2306299/
Hannibal,(2013–2015),44.0,"Crime, Drama, Horror            ",8.5,"244,638",https://www.imdb.com/title/tt2243973/
Please Like Me,(2013–2016),29.0,"Comedy, Drama, Romance            ",8.5,"17,140",https://www.imdb.com/title/tt2155025/
Impractical Jokers,(2011– ),30.0,"Comedy, Reality-TV            ",8.5,"37,791",https://www.imdb.com/title/tt2100976/
Feud,(2017),406.0,"Biography, Drama            ",8.5,"18,617",https://www.imdb.com/title/tt1984119/
Call the Midwife,(2012– ),60.0,"Drama, History            ",8.5,"24,510",https://www.imdb.com/title/tt1983079/
Spartacus: Gods of the Arena,(2011),331.0,"Action, Adventure, Biography            ",8.5,"133,777",https://www.imdb.com/title/tt1758429/
Regular Show,(2009–2017),23.0,"Animation, Action, Adventure            ",8.5,"38,233",https://www.imdb.com/title/tt1710308/
Shameless,(2011–2021),46.0,"Comedy, Drama            ",8.5,"225,868",https://www.imdb.com/title/tt1586680/
Louie,(2010–2015),22.0,"Comedy, Drama            ",8.5,"77,465",https://www.imdb.com/title/tt1492966/
Spartacus: Blood and Sand,(2010–2013),55.0,"Action, Adventure, Biography            ",8.5,"234,948",https://www.imdb.com/title/tt1442449/
Community,(2009–2015),22.0,Comedy            ,8.5,"246,816",https://www.imdb.com/title/tt1439629/
Peacemaker,(2022– ),40.0,"Action, Adventure, Comedy            ",8.5,"37,067",https://www.imdb.com/title/tt13146488/
Paranormal,(2020– ),45.0,"Drama, Fantasy, Horror            ",8.5,"71,043",https://www.imdb.com/title/tt12411074/
Dr. Horrible's Sing-Along Blog,(2008),42.0,"Short, Comedy, Musical            ",8.5,"42,997",https://www.imdb.com/title/tt1227926/
Sons of Anarchy,(2008–2014),45.0,"Crime, Drama, Thriller            ",8.5,"283,734",https://www.imdb.com/title/tt1124373/
Mare of Easttown,(2021),60.0,"Crime, Drama, Mystery            ",8.5,"133,860",https://www.imdb.com/title/tt10155688/
Generation Kill,(2008),70.0,"Drama, War            ",8.5,"51,540",https://www.imdb.com/title/tt0995832/
Boardwalk Empire,(2010–2014),55.0,"Crime, Drama, History            ",8.5,"182,995",https://www.imdb.com/title/tt0979432/
Flight of the Conchords,(2007–2009),28.0,"Comedy, Music, Musical            ",8.5,"58,763",https://www.imdb.com/title/tt0863046/
The IT Crowd,(2006–2013),25.0,Comedy            ,8.5,"145,311",https://www.imdb.com/title/tt0487831/
John Adams,(2008),71.0,"Biography, Drama, History            ",8.5,"31,487",https://www.imdb.com/title/tt0472027/
The Venture Bros.,(2003–2018),22.0,"Animation, Action, Adventure            ",8.5,"25,229",https://www.imdb.com/title/tt0417373/
Garth Marenghi's Darkplace,(2004),30.0,"Comedy, Fantasy, Horror            ",8.5,"17,679",https://www.imdb.com/title/tt0397150/
Foyle's War,(2002–2015),90.0,"Crime, Drama, Mystery            ",8.5,"14,447",https://www.imdb.com/title/tt0310455/
Trailer Park Boys,(2001–2018),30.0,"Comedy, Crime            ",8.5,"40,865",https://www.imdb.com/title/tt0290988/
The Office,(2001–2003),30.0,"Comedy, Drama            ",8.5,"107,821",https://www.imdb.com/title/tt0290978/
Dragon Ball,(1995–2003),24.0,"Animation, Action, Adventure            ",8.5,"57,922",https://www.imdb.com/title/tt0280249/
Samurai Jack,(2001–2017),25.0,"Animation, Action, Adventure            ",8.5,"50,669",https://www.imdb.com/title/tt0278238/
Justice League,(2001–2004),22.0,"Animation, Action, Adventure            ",8.5,"44,744",https://www.imdb.com/title/tt0275137/
Black Books,(2000–2004),25.0,Comedy            ,8.5,"57,311",https://www.imdb.com/title/tt0262150/
Coupling,(2000–2004),30.0,"Comedy, Romance            ",8.5,"44,752",https://www.imdb.com/title/tt0237123/
Spaced,(1999–2001),25.0,"Action, Comedy            ",8.5,"53,469",https://www.imdb.com/title/tt0187664/
Whose Line Is It Anyway?,(1998–2007),30.0,"Comedy, Game-Show            ",8.5,"42,348",https://www.imdb.com/title/tt0163507/
I'm Alan Partridge,(1997–2002),29.0,Comedy            ,8.5,"20,022",https://www.imdb.com/title/tt0129690/
The New Batman Adventures,(1997–1999),30.0,"Animation, Action, Adventure            ",8.5,"16,561",https://www.imdb.com/title/tt0118266/
House of Cards,(1990),226.0,Drama            ,8.5,"14,209",https://www.imdb.com/title/tt0098825/
Mr. Bean,(1990–1995),25.0,"Comedy, Family            ",8.5,"112,734",https://www.imdb.com/title/tt0096657/
Mystery Science Theater 3000,(1988–1999),92.0,"Comedy, Sci-Fi            ",8.5,"24,135",https://www.imdb.com/title/tt0094517/
Anne of Green Gables,(1985),199.0,"Drama, Family            ",8.5,"20,458",https://www.imdb.com/title/tt0088727/
Jesus of Nazareth,(1977),382.0,"Biography, Drama, History            ",8.5,"21,596",https://www.imdb.com/title/tt0075520/
"Love, Death & Robots",(2019– ),15.0,"Animation, Short, Action            ",8.4,"131,473",https://www.imdb.com/title/tt9561862/
Reacher,(2022– ),49.0,"Action, Crime, Drama            ",8.4,"39,828",https://www.imdb.com/title/tt9288030/
Euphoria,(2019– ),55.0,Drama            ,8.4,"116,853",https://www.imdb.com/title/tt8772296/
Narcos: México,(2018–2021),50.0,"Crime, Drama            ",8.4,"79,226",https://www.imdb.com/title/tt8714904/
The Dragon Prince,(2018– ),26.0,"Animation, Action, Adventure            ",8.4,"20,882",https://www.imdb.com/title/tt8688814/
Unbelievable,(2019),385.0,"Crime, Drama            ",8.4,"92,353",https://www.imdb.com/title/tt7909970/
Wayne,(2019),30.0,"Action, Comedy            ",8.4,"13,798",https://www.imdb.com/title/tt7765404/
Derry Girls,(2018– ),30.0,Comedy            ,8.4,"28,067",https://www.imdb.com/title/tt7120662/
The Dark Crystal: Age of Resistance,(2019),60.0,"Adventure, Drama, Family            ",8.4,"23,728",https://www.imdb.com/title/tt6905542/
Masum,(2017),60.0,"Crime, Drama, Mystery            ",8.4,"17,681",https://www.imdb.com/title/tt6478318/
Inside Look: The People v. O.J. Simpson - American Crime Story,(2016),5.0,"Documentary, Short            ",8.4,"25,642",https://www.imdb.com/title/tt6205862/
The Handmaid's Tale,(2017– ),60.0,"Drama, Sci-Fi, Thriller            ",8.4,"212,413",https://www.imdb.com/title/tt5834204/
Warrior,(2019– ),60.0,"Action, Crime, Drama            ",8.4,"24,033",https://www.imdb.com/title/tt5743796/
Boku no hîrô akademia,(2016– ),24.0,"Animation, Action, Adventure            ",8.4,"53,349",https://www.imdb.com/title/tt5626028/
Billions,(2016– ),60.0,Drama            ,8.4,"87,221",https://www.imdb.com/title/tt4270492/
Ash vs Evil Dead,(2015–2018),30.0,"Action, Comedy, Horror            ",8.4,"69,959",https://www.imdb.com/title/tt4189022/
The Last Kingdom,(2015– ),60.0,"Action, Drama, History            ",8.4,"106,447",https://www.imdb.com/title/tt4179452/
The Young Pope,(2016),546.0,Drama            ,8.4,"42,422",https://www.imdb.com/title/tt3655448/
Taboo,(2017– ),59.0,"Drama, Mystery, Thriller            ",8.4,"124,505",https://www.imdb.com/title/tt3647998/
Happy Valley,(2014–2022),58.0,"Crime, Drama, Thriller            ",8.4,"37,720",https://www.imdb.com/title/tt3428912/
Outlander,(2014– ),60.0,"Drama, Fantasy, Romance            ",8.4,"145,351",https://www.imdb.com/title/tt3006802/
American Crime Story,(2016– ),42.0,"Biography, Crime, Drama            ",8.4,"92,631",https://www.imdb.com/title/tt2788432/
